rank,uri,artist_names,track_name,source,streams,peak_rank,weeks_on_chart,country,week_date,track_id
43,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,Revenge,Bad Vibes Forever / EMPIRE,43364,33,109,SAU,2024-07-11,5TXDeTFVRVY7Cvt0Dw4vWW
44,spotify:track:2prqm9sPLj10B4Wg0wE5x9,Billie Eilish,BLUE,Darkroom/Interscope Records,42551,5,8,SAU,2024-07-11,2prqm9sPLj10B4Wg0wE5x9
45,spotify:track:7iabz12vAuVQYyekFIWJxD,"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),Columbia,42473,23,7,SAU,2024-07-11,7iabz12vAuVQYyekFIWJxD
46,spotify:track:4VL5XwfATZuAVTW471Wpro,"xxanteria, isq",FUNKED UP - SLOWED,25/7 Records LLC.,41971,23,24,SAU,2024-07-11,4VL5XwfATZuAVTW471Wpro
47,spotify:track:1FWsomP9StpCcXNWmJk8Cl,Cigarettes After Sex,K.,Partisan Records,41727,28,111,SAU,2024-07-11,1FWsomP9StpCcXNWmJk8Cl
48,spotify:track:2Heqj9jtxarmecKxycGSWn,Tamer Ashour,هيجيلي موجوع,Tamer Ashour,41442,4,26,SAU,2024-07-11,2Heqj9jtxarmecKxycGSWn
49,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,41083,1,171,SAU,2024-07-11,7jtQIBanIiJOMS6RyCx6jZ
50,spotify:track:0CbpD5lB2WkZ1Zc4QrGd98,6RB Music,سوري صمخة | عيون الما بتعشق بجنون ، تعا يحبيبي خذني و روح .,6RB Music,40859,50,1,SAU,2024-07-11,0CbpD5lB2WkZ1Zc4QrGd98
1,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,Island Records,164881,1,12,SAU,2024-07-04,2qSkIjg1o9h3YT9RAgYN75
2,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,145095,2,7,SAU,2024-07-04,6dOtVTDdiauQNBQEDOtlAB
3,spotify:track:1kPhV0KQui1phEpjnWIqUN,"Jimin, Loco",Smeraldo Garden Marching Band (feat. Loco),BIGHIT MUSIC,143370,3,1,SAU,2024-07-04,1kPhV0KQui1phEpjnWIqUN
4,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",121614,1,9,SAU,2024-07-04,6AI3ezQ4o3HUoP6Dhudph3
5,spotify:track:6vvPecFTmWxDfEJ6cYT1wa,LISA,Rockstar,Lloud Co./RCA Records,118380,5,1,SAU,2024-07-04,6vvPecFTmWxDfEJ6cYT1wa
6,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,Like Crazy,BIGHIT MUSIC,110529,1,67,SAU,2024-07-04,3Ua0m0YmEjrMi9XErKcNiR
7,spotify:track:6XjDF6nds4DE2BBbagZol6,"FloyyMenor, Cris Mj",Gata Only,FloyyMenor under exclusive license to UnitedMasters LLC,101668,6,13,SAU,2024-07-04,6XjDF6nds4DE2BBbagZol6
8,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,100865,1,20,SAU,2024-07-04,3qhlB30KknSejmIvZZLjOD
9,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Sabrina Carpenter,Please Please Please,Island Records,88103,7,4,SAU,2024-07-04,5N3hjp1WNayUPZrA8kJmJP
10,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,76991,1,51,SAU,2024-07-04,2HRgqmZQC0MC7GeNuDIXHN
11,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,75619,2,48,SAU,2024-07-04,7CyPwkp0oE8Ro9Dd5CUDjW
12,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,73758,7,193,SAU,2024-07-04,2QjOHCTQ1Jl3zawyYOpxh6
13,spotify:track:0nOYzdwXVX4ATRYVENxOyb,Nasrat Al Badr,Haram Aliek,Chello,71742,13,96,SAU,2024-07-04,0nOYzdwXVX4ATRYVENxOyb
14,spotify:track:2GxrNKugF82CnoRFbQfzPf,Artemas,i like the way you kiss me,Artemas,69833,3,15,SAU,2024-07-04,2GxrNKugF82CnoRFbQfzPf
15,spotify:track:42VsgItocQwOQC3XWZ8JNA,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),Cactus Jack/Epic,68712,6,43,SAU,2024-07-04,42VsgItocQwOQC3XWZ8JNA
16,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj,Billie Eilish,CHIHIRO,Darkroom/Interscope Records,68429,3,7,SAU,2024-07-04,7BRD7x5pt8Lqa1eGYC4dzj
17,spotify:track:67smGwuPEtA6GAfeweAVNO,Eternxlkz,SLAY!,Eternxlkz,63769,8,15,SAU,2024-07-04,67smGwuPEtA6GAfeweAVNO
18,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,Apocalypse,Partisan Records,60785,13,137,SAU,2024-07-04,0yc6Gst2xkRu0eMLeRMGCX
19,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,58792,4,109,SAU,2024-07-04,5XeFesFbtLpXzIVDNQP22n
20,spotify:track:5AJ9hqTS2wcFQCELCFRO7A,Tommy Richman,MILLION DOLLAR BABY,PULSE Records,58725,6,9,SAU,2024-07-04,5AJ9hqTS2wcFQCELCFRO7A
21,spotify:track:2N0SPREDYqILVEFSsWF5N5,V,Love Me Again,BIGHIT MUSIC,57878,1,47,SAU,2024-07-04,2N0SPREDYqILVEFSsWF5N5
22,spotify:track:7vOmSP2647oNUGGEhWd1cr,LXNGVX,Montagem Mysterious Game,LANGA,57874,11,27,SAU,2024-07-04,7vOmSP2647oNUGGEhWd1cr
23,spotify:track:3k6q0O9JnO2GhvD6C8fs20,Jimin,Closer Than This,BIGHIT MUSIC,56550,14,8,SAU,2024-07-04,3k6q0O9JnO2GhvD6C8fs20
24,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,we can't be friends (wait for your love),Republic Records,55872,3,17,SAU,2024-07-04,51ZQ1vr10ffzbwIjDCwqm4
25,spotify:track:629DixmZGHc7ILtEntuiWE,Billie Eilish,LUNCH,Darkroom/Interscope Records,55340,6,7,SAU,2024-07-04,629DixmZGHc7ILtEntuiWE
26,spotify:track:4tKBEzm5jPrV4b1GYZnN2P,Abdul Majeed Abdullah,يا ابن الأوادم,Rotana Music,54223,16,77,SAU,2024-07-04,4tKBEzm5jPrV4b1GYZnN2P
27,spotify:track:5gp2YvvqRre1LO9iNsEogZ,Astknan Maghribi,مغربية طيارة,Solo Record,52879,27,20,SAU,2024-07-04,5gp2YvvqRre1LO9iNsEogZ
28,spotify:track:3p4hRhMcb6ch8OLtATMaLw,Cigarettes After Sex,Cry,Partisan Records,51871,15,107,SAU,2024-07-04,3p4hRhMcb6ch8OLtATMaLw
29,spotify:track:2KslE17cAJNHTsI2MI0jb2,Jung Kook,Standing Next to You,BIGHIT MUSIC,51864,1,34,SAU,2024-07-04,2KslE17cAJNHTsI2MI0jb2
30,spotify:track:1gVT9clRR3jRvgJYK2KsIp,Ayed,Rdy,Luxury Ksa,50969,19,31,SAU,2024-07-04,1gVT9clRR3jRvgJYK2KsIp
31,spotify:track:7mE7qSqqq7Bv5lm7r7ObMf,Shela,Akhsamna Tandas - Remix,Rock records,50525,24,145,SAU,2024-07-04,7mE7qSqqq7Bv5lm7r7ObMf
