rank,uri,artist_names,track_name,source,streams,peak_rank,weeks_on_chart,country,week_date,track_id
8,spotify:track:5WEF0icHWmAZBBMglBd599,"Bad Bunny, Chuwi",WELTiTA,Rimas Entertainment LLC.,1728391,7,3,CHL,2025-01-23,5WEF0icHWmAZBBMglBd599
9,spotify:track:0qeIFEGRQqHoaJtLCl0U73,"Myke Towers, benny blanco",DEGENERE 👑 (feat. benny blanco),WEA Latina,1608775,4,14,CHL,2025-01-23,0qeIFEGRQqHoaJtLCl0U73
10,spotify:track:4MUrUT38U98olfnyzMBCzm,Bad Bunny,KLOuFRENS,Rimas Entertainment LLC.,1605536,9,3,CHL,2025-01-23,4MUrUT38U98olfnyzMBCzm
11,spotify:track:5eqZZLLZ4CkuUznPCOimsi,"Lucky Brown, Mateo on the Beatz",Cosa Linda,Lucky Brown,1595849,1,13,CHL,2025-01-23,5eqZZLLZ4CkuUznPCOimsi
12,spotify:track:0l0vcZMU7AOeQmUIREoI2U,"Rauw Alejandro, Bad Bunny",Qué Pasaría...,Sony Music Latin/Duars Entertainment,1566811,4,10,CHL,2025-01-23,0l0vcZMU7AOeQmUIREoI2U
13,spotify:track:4zbEItKoaRId1vRZkoO0Uh,"Danny Ocean, Kapo",Imagínate,Atlantic Records,1561643,5,11,CHL,2025-01-23,4zbEItKoaRId1vRZkoO0Uh
14,spotify:track:6hLsMjw00j3HGrkUjKwmgo,"King Savagge, Jairo Vera, Bayron Fire",A200,King savagge,1403258,1,14,CHL,2025-01-23,6hLsMjw00j3HGrkUjKwmgo
15,spotify:track:1Q9Efnm5csdCMFynISxL2x,"Bad Bunny, RaiNao",PERFuMITO NUEVO,Rimas Entertainment LLC.,1255863,10,3,CHL,2025-01-23,1Q9Efnm5csdCMFynISxL2x
16,spotify:track:0iKo4pNNjHHdKUcFARlfCa,Bad Bunny,EL CLúB,Rimas Entertainment LLC.,1240965,9,7,CHL,2025-01-23,0iKo4pNNjHHdKUcFARlfCa
17,spotify:track:6WatFBLVB0x077xWeoVc2k,KAROL G,Si Antes Te Hubiera Conocido,Bichota/Interscope Records,1202067,1,31,CHL,2025-01-23,6WatFBLVB0x077xWeoVc2k
18,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,Jimin,Who,BIGHIT MUSIC,1182332,3,27,CHL,2025-01-23,7tI8dRuH2Yc6RuoTjxo4dU
19,spotify:track:6kPCcIAGoTeRrh8qrmKa90,"Tiago PZK, Ke Personajes",Piel,WEA Latina,1169537,8,51,CHL,2025-01-23,6kPCcIAGoTeRrh8qrmKa90
20,spotify:track:4DnrAI8WyUY6gkOwl8GlPN,"Alleh, Yorghaki",capaz (merengueton),CONMUER LLC,1144354,20,6,CHL,2025-01-23,4DnrAI8WyUY6gkOwl8GlPN
21,spotify:track:7ricDBUakN3N0YkkKE8Obu,"Beéle, Ovy On The Drums",Mi Refe,5020 Records,1119216,21,5,CHL,2025-01-23,7ricDBUakN3N0YkkKE8Obu
22,spotify:track:1YYfyJ2yCvGFCxwjsIqEK9,"Rauw Alejandro, Romeo Santos",Khé?,Sony Music Latin/Duars Entertainment,1089569,9,10,CHL,2025-01-23,1YYfyJ2yCvGFCxwjsIqEK9
23,spotify:track:4c2Pc0NrfkesPR0jff6q3F,Bad Bunny,KETU TeCRÉ,Rimas Entertainment LLC.,1045498,16,3,CHL,2025-01-23,4c2Pc0NrfkesPR0jff6q3F
24,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,994180,9,23,CHL,2025-01-23,2plbrEY59IikOBgBGLjaoe
25,spotify:track:7bywjHOc0wSjGGbj04XbVi,"Feid, ATL Jacob",LUNA,UMLE - Latino,962594,3,60,CHL,2025-01-23,7bywjHOc0wSjGGbj04XbVi
26,spotify:track:7tCuCjhxzjX2XCz4JiiAsp,Bad Bunny,TURiSTA,Rimas Entertainment LLC.,915898,18,3,CHL,2025-01-23,7tCuCjhxzjX2XCz4JiiAsp
27,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,Atlantic Records,915478,12,14,CHL,2025-01-23,4wJ5Qq0jBN4ajy7ouZIV1c
28,spotify:track:6VNXmo59yDYgcwLS17UNAW,"Bad Bunny, Los Pleneros de la Cresta",CAFé CON RON,Rimas Entertainment LLC.,837006,22,3,CHL,2025-01-23,6VNXmo59yDYgcwLS17UNAW
29,spotify:track:6UNLWd8LUk9nNgmU6AcXct,"Martinwhite, NEMJ",CHINGON,Sony Music Entertainment Chile S.A,821122,16,27,CHL,2025-01-23,6UNLWd8LUk9nNgmU6AcXct
30,spotify:track:79x7xtoCLpf6l32Zz6mWo4,Bad Bunny,BOKeTE,Rimas Entertainment LLC.,818634,19,3,CHL,2025-01-23,79x7xtoCLpf6l32Zz6mWo4
31,spotify:track:6PhRhocBXP4y7NpciGmzra,"Cris Mj, FloyyMenor, LOUKI",Después De La 1,Sonar LLC.,808936,1,19,CHL,2025-01-23,6PhRhocBXP4y7NpciGmzra
