rank,uri,artist_names,track_name,source,streams,peak_rank,weeks_on_chart,country,week_date,track_id,popularity,duration_ms,explicit,genre,release_date,track_image,artist_image
48,spotify:track:338wPdNyvOPGZddfk81EKA,"Soolking, GIMS",CARRÉ OK,Universal Music MENA Distributed Labels,821225,48,3,FRA,2025-01-02,338wPdNyvOPGZddfk81EKA,72,160628,False,pop urbaine,2024-12-12,https://i.scdn.co/image/ab67616d0000b273dd2e091b62b57785457df2a6,https://i.scdn.co/image/ab6761610000e5eba0be3f7b3047d01434e03dae
49,spotify:track:5o0osRx8kYJTOqlOSggr9Z,Alex Warren,Carry You Home,Atlantic Records,820446,49,4,FRA,2025-01-02,5o0osRx8kYJTOqlOSggr9Z,83,166880,False,,2024-09-27,https://i.scdn.co/image/ab67616d0000b2736a794c49d6df89ec45d5b925,https://i.scdn.co/image/ab6761610000e5eb16259488e0146d0807b53e62
50,spotify:track:6JCjcuo4VKAP4bHhbHj6fe,"Tiakola, Genezio, Prototype",PONA NINI,M3lo World / Atlantic Records,813614,7,15,FRA,2025-01-02,6JCjcuo4VKAP4bHhbHj6fe,67,246978,True,pop urbaine,2024-09-20,https://i.scdn.co/image/ab67616d0000b2732ce65e1fddfaf10dbe42b701,https://i.scdn.co/image/ab6761610000e5eb4d4f46d8b3b786409a8c3219
1,spotify:track:0qlYaRFGvgR6afy1f4BBwD,Gazo,NANANI NANANA,BSB PROD,4583125,1,4,FRA,2024-12-26,0qlYaRFGvgR6afy1f4BBwD,79,217693,True,drill,2024-11-29,https://i.scdn.co/image/ab67616d0000b273dfc950ea8ef5cf436cf1c6d4,https://i.scdn.co/image/ab6761610000e5eb6a7ea12619c2e6170e8fee77
2,spotify:track:0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,All I Want for Christmas Is You,Columbia,3214277,2,42,FRA,2024-12-26,0bYg9bo50gSsH3LtXe2SQn,86,241106,False,christmas,1994-10-28,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f,https://i.scdn.co/image/ab6761610000e5eb35c3eff5d73f7e20ba3c9a2e
3,spotify:track:0yyFAbTlOk7DFhh6RSug9S,GIMS,SOIS PAS TIMIDE,Play Two,2985577,1,23,FRA,2024-12-26,0yyFAbTlOk7DFhh6RSug9S,74,165978,False,french pop,2024-09-13,https://i.scdn.co/image/ab67616d0000b27329393fc9cf92d10b86676297,https://i.scdn.co/image/ab6761610000e5eb77144f838397a467e807df65
4,spotify:track:2FRnf9qhLbvw8fu4IBXx78,Wham!,Last Christmas,Epic,2746921,4,34,FRA,2024-12-26,2FRnf9qhLbvw8fu4IBXx78,85,262960,False,christmas,1984-11-29,https://i.scdn.co/image/ab67616d0000b273f2d2adaa21ad616df6241e7d,https://i.scdn.co/image/ab6761610000e5eb351ad985210bd9185cd33969
5,spotify:track:1Mzg6bu3hkCwJKEf7v49MN,SDM,CARTIER SANTOS,Universal Music Division Capitol Music France,2416931,1,13,FRA,2024-12-26,1Mzg6bu3hkCwJKEf7v49MN,76,183813,True,pop urbaine,2024-09-26,https://i.scdn.co/image/ab67616d0000b27370f8508745ea2e7fff2f510f,https://i.scdn.co/image/ab6761610000e5ebcef13995942c7a300df73050
6,spotify:track:1y7dY7Xu4nWM4SK2dEnoAT,"Damso, Kalash",Alpha,Trente-quatre centimes,2341940,1,6,FRA,2024-12-26,1y7dY7Xu4nWM4SK2dEnoAT,71,168000,True,pop urbaine,2024-11-15,https://i.scdn.co/image/ab67616d0000b2733352f7a33f9f676b1889240b,https://i.scdn.co/image/ab6761610000e5eb2c7ede97239d20260baa9cdc
7,spotify:track:5NWpquAje6NyvxD57oXNu6,"GIMS, DYSTINCT",SPIDER,Play Two,2288825,1,33,FRA,2024-12-26,5NWpquAje6NyvxD57oXNu6,74,188818,False,french pop,2024-09-13,https://i.scdn.co/image/ab67616d0000b27329393fc9cf92d10b86676297,https://i.scdn.co/image/ab6761610000e5eb77144f838397a467e807df65
8,spotify:track:4mNttG8qiVh4BKrMUrUhCI,Dr. Yaro,Minimum ça,ELEVA,2108813,7,16,FRA,2024-12-26,4mNttG8qiVh4BKrMUrUhCI,75,149811,False,pop urbaine,2024-08-09,https://i.scdn.co/image/ab67616d0000b273d39b05d217190ce3b8dece9b,https://i.scdn.co/image/ab6761610000e5eb8401507f0091a97072d4f19b
