rank,uri,artist_names,track_name,source,streams,peak_rank,weeks_on_chart,country,week_date,track_id
42,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,156659,29,203,Chrats_BEL🇧🇪,2025-01-23,1mea3bSkSGXuIRvnydlB5b
43,spotify:track:22skzmqfdWrjJylampe0kt,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),Macklemore,155173,15,358,Chrats_BEL🇧🇪,2025-01-23,22skzmqfdWrjJylampe0kt
44,spotify:track:0cQVqPuHQP4KEwc7ZUQmj6,The Neighbourhood,Sweater Weather,Columbia,151208,32,217,Chrats_BEL🇧🇪,2025-01-23,0cQVqPuHQP4KEwc7ZUQmj6
45,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,A Bar Song (Tipsy),American Dogwood / EMPIRE,146355,15,39,Chrats_BEL🇧🇪,2025-01-23,5fZJQrFKWQLb7FpJXZ1g7K
46,spotify:track:5650jkmPhrqy7sdXQ9O9mL,"Pommelien Thijs, MEAU",Het Midden,Sony Music Entertainment,141730,6,15,Chrats_BEL🇧🇪,2025-01-23,5650jkmPhrqy7sdXQ9O9mL
47,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,Stargazing,RCA Records Label,140423,3,37,Chrats_BEL🇧🇪,2025-01-23,3Vr3zh0r7ALn8VLqCiRR10
48,spotify:track:32cwemsMJdzzsOYjVzfYMS,Helena,Mauvais Garçon,RCA Group,139518,23,10,Chrats_BEL🇧🇪,2025-01-23,32cwemsMJdzzsOYjVzfYMS
49,spotify:track:3JG1uFc40wfyrqaWC7iv0e,Artemas,i like the way you kiss me,Artemas,137336,1,44,Chrats_BEL🇧🇪,2025-01-23,3JG1uFc40wfyrqaWC7iv0e
50,spotify:track:19XpFsce28aByvCC4g89tJ,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd,133679,7,43,Chrats_BEL🇧🇪,2025-01-23,19XpFsce28aByvCC4g89tJ
1,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,Atlantic Records,597287,1,13,Chrats_BEL🇧🇪,2025-01-16,4wJ5Qq0jBN4ajy7ouZIV1c
2,spotify:track:7ne4VBA60CxGM75vw0EYad,Gracie Abrams,That’s So True,"Gracie Abrams, under exclusive license to Interscope Records",518905,1,13,Chrats_BEL🇧🇪,2025-01-16,7ne4VBA60CxGM75vw0EYad
3,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,504031,1,22,Chrats_BEL🇧🇪,2025-01-16,2plbrEY59IikOBgBGLjaoe
4,spotify:track:35ISBknsCeZQtq66xABI9g,Lola Young,Messy,Universal-Island Records Ltd.,431701,4,7,Chrats_BEL🇧🇪,2025-01-16,35ISBknsCeZQtq66xABI9g
5,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,350379,2,35,Chrats_BEL🇧🇪,2025-01-16,6dOtVTDdiauQNBQEDOtlAB
6,spotify:track:3sK8wGT43QFpWrvNQsrQya,Bad Bunny,DtMF,Rimas Entertainment LLC.,337675,6,1,Chrats_BEL🇧🇪,2025-01-16,3sK8wGT43QFpWrvNQsrQya
7,spotify:track:2262bWmqomIaJXwCRHr13j,Gigi Perez,Sailor Song,Gigi Perez PS/ Island,324617,2,20,Chrats_BEL🇧🇪,2025-01-16,2262bWmqomIaJXwCRHr13j
8,spotify:track:6BPcUXYERAahpunmb0AovH,"Arcane, Stromae, Pomme",Ma Meilleure Ennemie (from the series Arcane League of Legends),Riot Games,287856,1,8,Chrats_BEL🇧🇪,2025-01-16,6BPcUXYERAahpunmb0AovH
9,spotify:track:0qlYaRFGvgR6afy1f4BBwD,Gazo,NANANI NANANA,BSB PROD,287613,2,7,Chrats_BEL🇧🇪,2025-01-16,0qlYaRFGvgR6afy1f4BBwD
10,spotify:track:0yyFAbTlOk7DFhh6RSug9S,GIMS,SOIS PAS TIMIDE,Play Two,274445,5,26,Chrats_BEL🇧🇪,2025-01-16,0yyFAbTlOk7DFhh6RSug9S
11,spotify:track:3nHuKdFJZm78CoeBnDcFKe,Teddy Swims,Bad Dreams,Warner Records,272800,10,17,Chrats_BEL🇧🇪,2025-01-16,3nHuKdFJZm78CoeBnDcFKe
12,spotify:track:2A1aS3mwuGuX2yk1bgxOvA,"BL3SS, CamrinWatsin, bbyclose",Kisses (feat. bbyclose),Atlantic Records UK,227324,10,25,Chrats_BEL🇧🇪,2025-01-16,2A1aS3mwuGuX2yk1bgxOvA
13,spotify:track:1RiCNSkK4AfT1j8ZM4JnVs,GIMS,CIEL,Play Two,223771,13,8,Chrats_BEL🇧🇪,2025-01-16,1RiCNSkK4AfT1j8ZM4JnVs
14,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,223294,4,69,Chrats_BEL🇧🇪,2025-01-16,17phhZDn6oGtzMe56NuWvj
15,spotify:track:5NWpquAje6NyvxD57oXNu6,"GIMS, DYSTINCT",SPIDER,Play Two,222755,7,36,Chrats_BEL🇧🇪,2025-01-16,5NWpquAje6NyvxD57oXNu6
