rank,uri,artist_names,track_name,source,streams,peak_rank,weeks_on_chart,country,week_date,track_id
40,spotify:track:4AsiNZTuFAwk93V9DP7lt7,Zuloo,FEJLFRI,ZULOOVERSE,176663,38,6,DNK,2025-01-23,4AsiNZTuFAwk93V9DP7lt7
41,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,Sabrina Carpenter,Espresso,Island Records,169832,3,41,DNK,2025-01-23,2HRqTpkrJO5ggZyyK6NPWz
42,spotify:track:1jNN7zvhZWsPVH2wX7ypXv,MAS,Hvem Skal Solen Skinne På?,Universal Music A/S,169064,42,1,DNK,2025-01-23,1jNN7zvhZWsPVH2wX7ypXv
43,spotify:track:2DDTfTNiglWtbbqUsQ1RJt,Lamin,De Her Timer,Universal Music A/S,168903,2,36,DNK,2025-01-23,2DDTfTNiglWtbbqUsQ1RJt
44,spotify:track:0r6vHzNklWrMmuhbwjEDz7,MAS,Log Af,Universal Music A/S,167545,44,1,DNK,2025-01-23,0r6vHzNklWrMmuhbwjEDz7
45,spotify:track:3wPPWcVuinAU7dXcJXtCID,"Naughty Boy, Sam Smith",La La La,Virgin Records Ltd,167477,34,5,DNK,2025-01-23,3wPPWcVuinAU7dXcJXtCID
46,spotify:track:2bFgjHMqGThTzlv6V94V5v,Noah Carter,Har Hørt Dig,Universal Music A/S Distributed Labels,167080,3,15,DNK,2025-01-23,2bFgjHMqGThTzlv6V94V5v
47,spotify:track:0tDh78JNlubuGDJfkv8Juk,Dos Santos,Dopamin,WM Denmark,165069,23,49,DNK,2025-01-23,0tDh78JNlubuGDJfkv8Juk
48,spotify:track:2262bWmqomIaJXwCRHr13j,Gigi Perez,Sailor Song,Gigi Perez PS/ Island,160268,21,20,DNK,2025-01-23,2262bWmqomIaJXwCRHr13j
49,spotify:track:5UzluL4WsA8Rd7rgJ3lGbq,"MAS, Lea Romea",Månen Er Min Ven (feat. Lea Romea),Universal Music A/S,158451,49,1,DNK,2025-01-23,5UzluL4WsA8Rd7rgJ3lGbq
50,spotify:track:62EPQ5REuZwGqWoRsPP5Bx,APHACA,Hjertet På Gaden,a United Records release,145105,50,1,DNK,2025-01-23,62EPQ5REuZwGqWoRsPP5Bx
1,spotify:track:5wmH2yEMgerF4bGh87TQZA,"Benjamin Hav, Lukas Graham",Du ligner din mor,Sony Music Entertainment,577531,1,3,DNK,2025-01-16,5wmH2yEMgerF4bGh87TQZA
2,spotify:track:00Ma3dn1eTeuz8LYEpUXQo,"JOSVA, Artigeardit",Lonely (feat. Artigeardit),Sony Music Entertainment,550223,1,2,DNK,2025-01-16,00Ma3dn1eTeuz8LYEpUXQo
3,spotify:track:7px3lmdf4nzNEMt6zaQ5yJ,"Marstein, Annika",SAMMEN,Universal Music AS,510408,1,12,DNK,2025-01-16,7px3lmdf4nzNEMt6zaQ5yJ
4,spotify:track:4GZt2BpQpWhkEAgmfUrQOu,Annika,Luk Mig Ind,Universal Music A/S,480001,3,7,DNK,2025-01-16,4GZt2BpQpWhkEAgmfUrQOu
5,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,434683,4,22,DNK,2025-01-16,2plbrEY59IikOBgBGLjaoe
6,spotify:track:35ISBknsCeZQtq66xABI9g,Lola Young,Messy,Universal-Island Records Ltd.,390805,6,7,DNK,2025-01-16,35ISBknsCeZQtq66xABI9g
7,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,Atlantic Records,381673,7,13,DNK,2025-01-16,4wJ5Qq0jBN4ajy7ouZIV1c
8,spotify:track:7ne4VBA60CxGM75vw0EYad,Gracie Abrams,That’s So True,"Gracie Abrams, under exclusive license to Interscope Records",380068,7,13,DNK,2025-01-16,7ne4VBA60CxGM75vw0EYad
9,spotify:track:3r0C7cXKzwGQaKLFHr810N,"Anton Westerlin, Benny Jamz",2 Stepper Freestyle,Universal Music A/S,364654,5,3,DNK,2025-01-16,3r0C7cXKzwGQaKLFHr810N
10,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,336685,8,35,DNK,2025-01-16,6dOtVTDdiauQNBQEDOtlAB
11,spotify:track:7CW3Tjll8pUMZxsuo8GZgV,"Suspekt, URO",Tænker Ik På Andre (feat. URO),Universal Music A/S,332963,1,20,DNK,2025-01-16,7CW3Tjll8pUMZxsuo8GZgV
12,spotify:track:0fFMt9cc1EEQDIWLGDcqKd,Annika,Så længe jeg er sexy.,Universal Music A/S,314567,2,24,DNK,2025-01-16,0fFMt9cc1EEQDIWLGDcqKd
13,spotify:track:1ZatLEMZsAslxDA5zw3S6V,"Lamin, Ukendt Kunstner",Tro På Det,Universal Music A/S,312518,1,17,DNK,2025-01-16,1ZatLEMZsAslxDA5zw3S6V
14,spotify:track:3ZNTae1ZOrSaURxMZAVFq6,"Ankerstjerne, Daniel Schulz, Panamah",Børn Af Natten (Hola Bonita),10 Lions Ent,301419,2,41,DNK,2025-01-16,3ZNTae1ZOrSaURxMZAVFq6
15,spotify:track:3xJeUxbt51wpvGk3YzqxLi,"Benny Jamz, Gilli",Reposado,Universal Music A/S,287393,2,30,DNK,2025-01-16,3xJeUxbt51wpvGk3YzqxLi
16,spotify:track:6TT6zYIiI0nSzXMuI801zP,Gilli,Robocop,Universal Music A/S,282439,11,3,DNK,2025-01-16,6TT6zYIiI0nSzXMuI801zP
